trunc,event_name,path,selection_name,odds
2017-07-29,Match Odds,AFL 2017/North Melbourne v Melbourne,North Melbourne,3.3302
2017-07-29,Match Odds,AFL 2017/Port Adelaide v St Kilda,Port Adelaide Power,1.2044
2017-07-29,Match Odds,AFL 2017/Port Adelaide v St Kilda,St Kilda,5.8564
2017-07-29,Match Odds,VFL 2017/Northern Blues v Geelong VFL,Northern Blues,3.7
2017-07-30,Match Odds,AFL 2017/Collingwood v Adelaide,Adelaide Crows,1.5483
2017-07-30,Match Odds,AFL 2017/Collingwood v Adelaide,Collingwood,2.7957
2017-07-30,Match Odds,AFL 2017/West Coast v Brisbane,Brisbane Lions,11.681
2017-07-30,Match Odds,AFL 2017/West Coast v Brisbane,West Coast Eagles,1.0912
2017-07-30,Match Odds,AFL 2017/Western Bulldogs v Essendon,Essendon,1.7324
2017-07-30,Match Odds,AFL 2017/Western Bulldogs v Essendon,Western Bulldogs,2.3539
2017-08-04,Match Odds,AFL 2017/Geelong v Sydney,Geelong Cats,2.4155
2017-08-04,Match Odds,AFL 2017/Geelong v Sydney,Sydney Swans,1.7028
2017-08-05,Match Odds,AFL 2017/Brisbane v Western Bulldogs,Brisbane Lions,4.5751
2017-08-05,Match Odds,AFL 2017/Brisbane v Western Bulldogs,Western Bulldogs,1.2743
2017-08-05,Match Odds,AFL 2017/Essendon v Carlton,Carlton,4.9439
2017-08-05,Match Odds,AFL 2017/Essendon v Carlton,Essendon,1.2477
2017-08-05,Match Odds,AFL 2017/Fremantle v Gold Coast,Fremantle,1.6111
2017-08-05,Match Odds,AFL 2017/Fremantle v Gold Coast,Gold Coast Suns,2.6113
2017-08-05,Match Odds,AFL 2017/GWS v Melbourne,GWS Giants,1.7597
2017-08-05,Match Odds,AFL 2017/GWS v Melbourne,Melbourne Demons,2.3014
2017-08-05,Match Odds,AFL 2017/North Melbourne v Collingwood,Collingwood,1.4711
2017-08-05,Match Odds,AFL 2017/North Melbourne v Collingwood,North Melbourne,3.092
2017-08-06,Match Odds,AFL 2017/Adelaide v Port Adelaide,Adelaide Crows,1.5549
2017-08-06,Match Odds,AFL 2017/Adelaide v Port Adelaide,Port Adelaide Power,2.7313
2017-08-06,Match Odds,AFL 2017/Richmond v Hawthorn,Hawthorn,2.2582
2017-08-06,Match Odds,AFL 2017/Richmond v Hawthorn,Richmond,1.7807
2017-08-06,Match Odds,AFL 2017/St Kilda v West Coast,St Kilda,1.7906
2017-08-06,Match Odds,AFL 2017/St Kilda v West Coast,West Coast Eagles,2.2483
2017-08-11,Match Odds,AFL 2017/Western Bulldogs v GWS,GWS Giants,1.7147
2017-08-11,Match Odds,AFL 2017/Western Bulldogs v GWS,Western Bulldogs,2.3919
2017-08-12,Match Odds,AFL 2017/Brisbane v Gold Coast,Brisbane Lions,1.5081
2017-08-12,Match Odds,AFL 2017/Brisbane v Gold Coast,Gold Coast Suns,2.9485
2017-08-12,Match Odds,AFL 2017/Essendon v Adelaide,Adelaide Crows,1.2977
2017-08-12,Match Odds,AFL 2017/Essendon v Adelaide,Essendon,4.3512
2017-08-12,Match Odds,AFL 2017/Geelong v Richmond,Geelong Cats,2.4362
2017-08-12,Match Odds,AFL 2017/Geelong v Richmond,Richmond,1.6876
2017-08-12,Match Odds,AFL 2017/Sydney v Fremantle,Fremantle,16.04
2017-08-12,Match Odds,AFL 2017/Sydney v Fremantle,Sydney Swans,1.0592
2017-08-12,Match Odds,AFL 2017/West Coast v Carlton,Carlton,7.1178
2017-08-12,Match Odds,AFL 2017/West Coast v Carlton,West Coast Eagles,1.1685
2017-08-12,Match Odds,VFL 2017/Essendon VFL v Box Hill Hawks,Essendon VFL,3.2
2017-08-13,Match Odds,AFL 2017/Hawthorn v North Melbourne,Hawthorn,1.3845
2017-08-13,Match Odds,AFL 2017/Hawthorn v North Melbourne,North Melbourne,3.6056
2017-08-13,Match Odds,AFL 2017/Melbourne v St Kilda,Melbourne Demons,1.6104
2017-08-13,Match Odds,AFL 2017/Melbourne v St Kilda,St Kilda,2.62
2017-08-13,Match Odds,AFL 2017/P Adelaide v Collingwood,Collingwood,3.7101
2017-08-13,Match Odds,AFL 2017/P Adelaide v Collingwood,Port Adelaide Power,1.3703
2017-08-18,Match Odds,AFL 2017/Adelaide v Sydney,Adelaide Crows,1.671
2017-08-18,Match Odds,AFL 2017/Adelaide v Sydney,Sydney Swans,2.479
2017-08-19,Match Odds,AFL 2017/Carlton v Hawthorn,Carlton,4.2096
2017-08-19,Match Odds,AFL 2017/Carlton v Hawthorn,Hawthorn,1.308
2017-08-19,Match Odds,AFL 2017/Collingwood v Geelong,Collingwood,2.8634
2017-08-19,Match Odds,AFL 2017/Collingwood v Geelong,Geelong Cats,1.5288
2017-08-19,Match Odds,AFL 2017/GWS v West Coast,GWS Giants,1.2251
2017-08-19,Match Odds,AFL 2017/GWS v West Coast,West Coast Eagles,5.3706
2017-08-19,Match Odds,AFL 2017/Gold Coast v Essendon,Essendon,1.4003
2017-08-19,Match Odds,AFL 2017/Gold Coast v Essendon,Gold Coast Suns,3.4585
2017-08-19,Match Odds,AFL 2017/Western Bulldogs v Port Adelaide,Port Adelaide,1.9652
2017-08-19,Match Odds,AFL 2017/Western Bulldogs v Port Adelaide,Western Bulldogs,2.021
2017-08-19,Match Odds,SANFL 2017/Central District v West Adelaide,West Adelaide,6.2
2017-08-19,Match Odds,SANFL 2017/Glenelg v North Adelaide,North Adelaide,6.0
2017-08-19,Match Odds,SANFL 2017/Sturt v South Adelaide,South Adelaide,7.0529
2017-08-19,Match Odds,SANFL 2017/Sturt v South Adelaide,Sturt,1.14
2017-08-19,Match Odds,VFL 2017/Casey Demons v Williamstown,Casey Demons,2.96
2017-08-19,Match Odds,VFL 2017/Casey Demons v Williamstown,Williamstown,1.35
2017-08-19,Match Odds,VFL 2017/Coburg v North Ballarat,North Ballarat,1.86
2017-08-19,Match Odds,VFL 2017/Collingwood VFL v Geelong VFL,Collingwood VFL,1.11
2017-08-19,Match Odds,VFL 2017/Collingwood VFL v Geelong VFL,Geelong VFL,5.6
2017-08-19,Match Odds,VFL 2017/Essendon VFL v Footscray,Essendon VFL,3.15
2017-08-19,Match Odds,VFL 2017/Essendon VFL v Footscray,Footscray,1.34
2017-08-19,Match Odds,VFL 2017/Werribee v Northern Blues,Northern Blues,1.51
2017-08-19,Match Odds,VFL 2017/Werribee v Northern Blues,Werribee,2.44
2017-08-20,Match Odds,AFL 2017/Fremantle v Richmond,Fremantle,4.6548
2017-08-20,Match Odds,AFL 2017/Fremantle v Richmond,Richmond,1.273
2017-08-20,Match Odds,AFL 2017/Melbourne v Brisbane,Brisbane Lions,8.4645
2017-08-20,Match Odds,AFL 2017/Melbourne v Brisbane,Melbourne Demons,1.1296
2017-08-20,Match Odds,AFL 2017/St Kilda v North Melbourne,North Melbourne,3.6808
2017-08-20,Match Odds,AFL 2017/St Kilda v North Melbourne,St Kilda,1.3687
2017-08-25,Match Odds,AFL 2017/Hawthorn v Western Bulldogs,Hawthorn,1.9622
2017-08-25,Match Odds,AFL 2017/Hawthorn v Western Bulldogs,Western Bulldogs,2.0327
2017-08-26,Match Odds,AFL 2017/Brisbane v North Melbourne,Brisbane Lions,1.4595
2017-08-26,Match Odds,AFL 2017/Brisbane v North Melbourne,North Melbourne,3.1068
2017-08-26,Match Odds,AFL 2017/Collingwood v Melbourne,Collingwood,3.5571
2017-08-26,Match Odds,AFL 2017/Collingwood v Melbourne,Melbourne Demons,1.3863
2017-08-26,Match Odds,AFL 2017/Geelong v GWS,GWS Giants,1.7177
2017-08-26,Match Odds,AFL 2017/Geelong v GWS,Geelong Cats,2.3701
2017-08-26,Match Odds,AFL 2017/Port Adelaide v Gold Coast,Gold Coast Suns,16.3613
2017-08-26,Match Odds,AFL 2017/Port Adelaide v Gold Coast,Port Adelaide Power,1.0605
2017-08-26,Match Odds,AFL 2017/Sydney v Carlton,Carlton,14.1396
2017-08-26,Match Odds,AFL 2017/Sydney v Carlton,Sydney Swans,1.0733
2017-08-26,Match Odds,SANFL 2017/West Adelaide v Glenelg,Glenelg,1.45
2017-08-26,Match Odds,SANFL 2017/West Adelaide v Glenelg,West Adelaide,3.2
2017-08-27,Match Odds,AFL 2017/Essendon v Fremantle,Essendon,1.1269
2017-08-27,Match Odds,AFL 2017/Essendon v Fremantle,Fremantle,8.838
2017-08-27,Match Odds,AFL 2017/Richmond v St Kilda,Richmond,1.5671
2017-08-27,Match Odds,AFL 2017/Richmond v St Kilda,St Kilda,2.7098
2017-08-27,Match Odds,AFL 2017/West Coast v Adelaide,Adelaide Crows,2.0174
2017-08-27,Match Odds,AFL 2017/West Coast v Adelaide,West Coast Eagles,1.9726
2017-09-02,Match Odds,SANFL 2017/Norwood v Central District,Norwood,2.34
2017-09-02,Match Odds,SANFL 2017/Port Adelaide SANFL v Sturt,Port Adelaide SANFL,1.4514
2017-09-02,Match Odds,SANFL 2017/Port Adelaide SANFL v Sturt,Sturt,2.9606
2017-09-02,Match Odds,VFL 2017/Richmond VFL v Collingwood VFL,Collingwood VFL,2.4987
2017-09-02,Match Odds,VFL 2017/Richmond VFL v Collingwood VFL,Richmond VFL,1.65
2017-09-02,Match Odds,WAFL 2017/South Fremantle v Peel Thunder,Peel Thunder,2.0724
2017-09-02,Match Odds,WAFL 2017/South Fremantle v Peel Thunder,South Fremantle,1.6726
2017-09-03,Match Odds,VFL 2017/Box Hill Hawks v Port Melbourne,Box Hill Hawks,1.8
2017-09-03,Match Odds,VFL 2017/Essendon VFL v Footscray,Essendon VFL,1.8202
2017-09-03,Match Odds,VFL 2017/Essendon VFL v Footscray,Footscray,2.1434
2017-09-03,Match Odds,WAFL 2017/Swan Districts v West Perth,West Perth,1.6819
2017-09-07,Match Odds,AFL 2017/Adelaide v GWS,Adelaide Crows,1.6015
2017-09-07,Match Odds,AFL 2017/Adelaide v GWS,GWS Giants,2.6477
2017-09-08,Match Odds,AFL 2017/Geelong v Richmond,Geelong Cats,1.8622
2017-09-08,Match Odds,AFL 2017/Geelong v Richmond,Richmond,2.1567
2017-09-09,Match Odds,AFL 2017/Port Adelaide v West Coast,Port Adelaide Power,1.5459
2017-09-09,Match Odds,AFL 2017/Port Adelaide v West Coast,West Coast Eagles,2.8187
2017-09-09,Match Odds,AFL 2017/Sydney v Essendon,Essendon,5.9817
2017-09-09,Match Odds,AFL 2017/Sydney v Essendon,Sydney Swans,1.1973
2017-09-09,Match Odds,VFL 2017/Casey Demons v Richmond VFL,Casey Demons,2.8
2017-09-09,Match Odds,VFL 2017/Casey Demons v Richmond VFL,Richmond VFL,1.55
2017-09-10,Match Odds,SANFL 2017/Eagles v Port Adelaide SANFL,Eagles,2.1113
2017-09-10,Match Odds,SANFL 2017/Eagles v Port Adelaide SANFL,Port Adelaide SANFL,1.8914
2017-09-10,Match Odds,SANFL 2017/Sturt v Central District,Sturt,1.7
2017-09-10,Match Odds,VFL 2017/Port Melbourne v Footscray,Footscray,2.7571
2017-09-10,Match Odds,VFL 2017/Port Melbourne v Footscray,Port Melbourne,1.5515
2017-09-10,Match Odds,WAFL 2017/South Fremantle v Swan Districts,South Fremantle,1.24
2017-09-10,Match Odds,WAFL 2017/Subiaco v Peel Thunder,Subiaco,1.62
2017-09-15,Match Odds,AFL 2017/Geelong v Sydney,Geelong Cats,3.3829
2017-09-15,Match Odds,AFL 2017/Geelong v Sydney,Sydney Swans,1.4182
2017-09-16,Match Odds,AFL 2017/GWS v West Coast,GWS Giants,1.4737
2017-09-16,Match Odds,AFL 2017/GWS v West Coast,West Coast Eagles,3.1043
2017-09-16,Match Odds,VFL 2017/Box Hill Hawks v Richmond VFL,Box Hill Hawks,2.25
2017-09-16,Match Odds,VFL 2017/Box Hill Hawks v Richmond VFL,Richmond VFL,1.7739
2017-09-17,Match Odds,SANFL 2017/Eagles v Sturt,Eagles,2.42
2017-09-17,Match Odds,SANFL 2017/Eagles v Sturt,Sturt,1.6326
2017-09-17,Match Odds,VFL 2017/Williamstown v Port Melbourne,Port Melbourne,2.8512
2017-09-17,Match Odds,VFL 2017/Williamstown v Port Melbourne,Williamstown,1.5345
2017-09-17,Match Odds,WAFL 2017/Subiaco v South Fremantle,South Fremantle,3.2316
2017-09-17,Match Odds,WAFL 2017/Subiaco v South Fremantle,Subiaco,1.4433
2017-09-22,Match Odds,AFL 2017/Adelaide v Geelong,Adelaide Crows,1.4825
2017-09-22,Match Odds,AFL 2017/Adelaide v Geelong,Geelong Cats,3.0587
2017-09-23,Match Odds,AFL 2017/Richmond v GWS,GWS Giants,2.6151
2017-09-23,Match Odds,AFL 2017/Richmond v GWS,Richmond,1.6134
2017-09-24,Match Odds,SANFL 2017/Port Adelaide SANFL v Sturt,Port Adelaide SANFL,1.5256
2017-09-24,Match Odds,SANFL 2017/Port Adelaide SANFL v Sturt,Sturt,2.8976
2017-09-24,Match Odds,VFL 2017/Port Melbourne v Richmond VFL,Port Melbourne,3.0092
2017-09-24,Match Odds,VFL 2017/Port Melbourne v Richmond VFL,Richmond VFL,1.4962
2017-09-24,Match Odds,WAFL 2017/Peel Thunder v Subiaco,Peel Thunder,1.6283
2017-09-24,Match Odds,WAFL 2017/Peel Thunder v Subiaco,Subiaco,2.52
2017-09-30,Match Odds,AFL 2017/Adelaide v Richmond,Adelaide Crows,1.6694
2017-09-30,Match Odds,AFL 2017/Adelaide v Richmond,Richmond,2.4829
2018-02-02,Match Odds,AFL Womens 2018/Carlton (W) v Collingwood (W),Carlton (W),1.4348
2018-02-02,Match Odds,AFL Womens 2018/Carlton (W) v Collingwood (W),Collingwood (W),3.0886
2018-02-03,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Brisbane Lions (W),Adelaide Crows (W),1.61
2018-02-03,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Brisbane Lions (W),Brisbane Lions (W),2.6092
2018-02-03,Match Odds,AFL Womens 2018/Melbourne (W) v GWS Giants (W),GWS Giants (W),3.8754
2018-02-03,Match Odds,AFL Womens 2018/Melbourne (W) v GWS Giants (W),Melbourne (W),1.3176
2018-02-04,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Fremantle (W),Fremantle (W),3.0
2018-02-04,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Fremantle (W),Western Bulldogs (W),1.4416
2018-02-09,Match Odds,AFL Womens 2018/GWS Giants (W) v Carlton (W),Carlton (W),1.7151
2018-02-09,Match Odds,AFL Womens 2018/GWS Giants (W) v Carlton (W),GWS Giants (W),2.339
2018-02-10,Match Odds,AFL Womens 2018/Fremantle (W) v Collingwood (W),Collingwood (W),1.9583
2018-02-10,Match Odds,AFL Womens 2018/Fremantle (W) v Collingwood (W),Fremantle (W),2.0345
2018-02-10,Match Odds,AFL Womens 2018/Melbourne (W) v Adelaide Crows (W),Adelaide Crows (W),2.6213
2018-02-10,Match Odds,AFL Womens 2018/Melbourne (W) v Adelaide Crows (W),Melbourne (W),1.5735
2018-02-11,Match Odds,AFL Womens 2018/Brisbane Lions (W) v Western Bulldogs (W),Brisbane Lions (W),1.8034
2018-02-11,Match Odds,AFL Womens 2018/Brisbane Lions (W) v Western Bulldogs (W),Western Bulldogs (W),2.2164
2018-02-15,Match Odds,AFLX 2018/Adelaide v Collingwood,Adelaide Crows,2.4435
2018-02-15,Match Odds,AFLX 2018/Adelaide v Collingwood,Collingwood,1.676
2018-02-15,Match Odds,AFLX 2018/Collingwood v West Coast,Collingwood,1.7093
2018-02-15,Match Odds,AFLX 2018/Collingwood v West Coast,West Coast Eagles,2.4393
2018-02-15,Match Odds,AFLX 2018/Fremantle v Port Adelaide,Fremantle,2.0325
2018-02-15,Match Odds,AFLX 2018/Fremantle v Port Adelaide,Port Adelaide Power,1.9275
2018-02-15,Match Odds,AFLX 2018/Geelong v Adelaide,Adelaide Crows,2.3194
2018-02-15,Match Odds,AFLX 2018/Geelong v Adelaide,Geelong Cats,1.7099
2018-02-15,Match Odds,AFLX 2018/Geelong v Fremantle,Fremantle,2.0591
2018-02-15,Match Odds,AFLX 2018/Geelong v Fremantle,Geelong Cats,1.8449
2018-02-15,Match Odds,AFLX 2018/Port Adelaide v Geelong,Geelong Cats,1.8447
2018-02-15,Match Odds,AFLX 2018/Port Adelaide v Geelong,Port Adelaide Power,2.1537
2018-02-15,Match Odds,AFLX 2018/West Coast v Adelaide,Adelaide Crows,1.7874
2018-02-15,Match Odds,AFLX 2018/West Coast v Adelaide,West Coast Eagles,2.1972
2018-02-16,Match Odds,AFLX 2018/Carlton v Melbourne,Carlton,2.184
2018-02-16,Match Odds,AFLX 2018/Carlton v Melbourne,Melbourne Demons,1.7827
2018-02-16,Match Odds,AFLX 2018/Essendon v St Kilda,Essendon,2.1374
2018-02-16,Match Odds,AFLX 2018/Essendon v St Kilda,St Kilda,1.8336
2018-02-16,Match Odds,AFLX 2018/Hawthorn v Essendon,Essendon,1.7534
2018-02-16,Match Odds,AFLX 2018/Hawthorn v Essendon,Hawthorn,2.1651
2018-02-16,Match Odds,AFLX 2018/Melbourne v Hawthorn,Hawthorn,2.5264
2018-02-16,Match Odds,AFLX 2018/Melbourne v Hawthorn,Melbourne,1.6306
2018-02-16,Match Odds,AFLX 2018/Melbourne v North Melbourne,Melbourne Demons,1.8501
2018-02-16,Match Odds,AFLX 2018/Melbourne v North Melbourne,North Melbourne,2.1623
2018-02-16,Match Odds,AFLX 2018/North Melbourne v Carlton,Carlton,2.3313
2018-02-16,Match Odds,AFLX 2018/North Melbourne v Carlton,North Melbourne,1.7331
2018-02-16,Match Odds,AFLX 2018/St Kilda v Hawthorn,Hawthorn,2.2374
2018-02-16,Match Odds,AFLX 2018/St Kilda v Hawthorn,St Kilda,1.7976
2018-02-17,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Western Bulldogs (W),Adelaide Crows (W),2.4201
2018-02-17,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Western Bulldogs (W),Western Bulldogs (W),1.6899
2018-02-17,Match Odds,AFL Womens 2018/Carlton (W) v Brisbane (W),Brisbane Lions (W),2.3924
2018-02-17,Match Odds,AFL Womens 2018/Carlton (W) v Brisbane (W),Carlton (W),1.6368
2018-02-17,Match Odds,AFLX 2018/Brisbane v GWS,Brisbane Lions,1.9453
2018-02-17,Match Odds,AFLX 2018/Brisbane v GWS,GWS Giants,2.0105
2018-02-17,Match Odds,AFLX 2018/Brisbane v Sydney,Brisbane,2.2119
2018-02-17,Match Odds,AFLX 2018/Brisbane v Sydney,Sydney,1.7319
2018-02-17,Match Odds,AFLX 2018/GWS v Richmond,GWS Giants,1.8499
2018-02-17,Match Odds,AFLX 2018/GWS v Richmond,Richmond,2.1244
2018-02-17,Match Odds,AFLX 2018/Gold Coast v Sydney,Gold Coast Suns,2.547
2018-02-17,Match Odds,AFLX 2018/Gold Coast v Sydney,Sydney Swans,1.6097
2018-02-17,Match Odds,AFLX 2018/Richmond v Brisbane,Brisbane Lions,1.8637
2018-02-17,Match Odds,AFLX 2018/Richmond v Brisbane,Richmond,1.9439
2018-02-17,Match Odds,AFLX 2018/Sydney v Western Bulldogs,Sydney Swans,1.5392
2018-02-17,Match Odds,AFLX 2018/Sydney v Western Bulldogs,Western Bulldogs,2.5513
2018-02-17,Match Odds,AFLX 2018/Western Bulldogs v Gold Coast,Gold Coast Suns,1.4473
2018-02-17,Match Odds,AFLX 2018/Western Bulldogs v Gold Coast,Western Bulldogs,3.04
2018-02-18,Match Odds,AFL Womens 2018/Collingwood (W) v GWS Giants (W),Collingwood (W),1.732
2018-02-18,Match Odds,AFL Womens 2018/Collingwood (W) v GWS Giants (W),GWS Giants (W),2.3548
2018-02-18,Match Odds,AFL Womens 2018/Fremantle (W) v Melbourne (W),Fremantle (W),2.9902
2018-02-18,Match Odds,AFL Womens 2018/Fremantle (W) v Melbourne (W),Melbourne (W),1.4961
2018-02-23,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Carlton (W),Carlton (W),2.3988
2018-02-23,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Carlton (W),Western Bulldogs (W),1.6958
2018-02-24,Match Odds,AFL Womens 2018/Brisbane (W) v Fremantle (W),Brisbane Lions (W),1.4464
2018-02-24,Match Odds,AFL Womens 2018/Brisbane (W) v Fremantle (W),Fremantle (W),2.9019
2018-02-24,Match Odds,AFL Womens 2018/Melbourne (W) v Collingwood (W),Collingwood (W),4.5256
2018-02-24,Match Odds,AFL Womens 2018/Melbourne (W) v Collingwood (W),Melbourne (W),1.2714
2018-02-24,Match Odds,JLT Community Series 2018/Essendon v Richmond,Essendon,2.6661
2018-02-24,Match Odds,JLT Community Series 2018/Essendon v Richmond,Richmond,1.5561
2018-02-24,Match Odds,JLT Community Series 2018/North Melbourne v Melbourne,Melbourne Demons,1.4822
2018-02-24,Match Odds,JLT Community Series 2018/North Melbourne v Melbourne,North Melbourne,2.8609
2018-02-25,Match Odds,AFL Womens 2018/GWS Giants (W) v Adelaide Crows (W),Adelaide Crows (W),1.5718
2018-02-25,Match Odds,AFL Womens 2018/GWS Giants (W) v Adelaide Crows (W),GWS Giants (W),2.6477
2018-02-25,Match Odds,JLT Community Series 2018/Adelaide v Fremantle,Adelaide Crows,1.4546
2018-02-25,Match Odds,JLT Community Series 2018/Adelaide v Fremantle,Fremantle,3.1798
2018-02-25,Match Odds,JLT Community Series 2018/West Coast v Port Adelaide,Port Adelaide Power,1.7021
2018-02-25,Match Odds,JLT Community Series 2018/West Coast v Port Adelaide,West Coast Eagles,2.4317
2018-02-28,Match Odds,JLT Community Series 2018/Carlton v St Kilda,Carlton,2.8177
2018-02-28,Match Odds,JLT Community Series 2018/Carlton v St Kilda,St Kilda,1.5339
2018-03-01,Match Odds,JLT Community Series 2018/GWS v Collingwood,Collingwood,2.9294
2018-03-01,Match Odds,JLT Community Series 2018/GWS v Collingwood,GWS Giants,1.5038
2018-03-02,Match Odds,AFL Womens 2018/Melbourne (W) v Brisbane Lions (W),Brisbane Lions (W),2.1983
2018-03-02,Match Odds,AFL Womens 2018/Melbourne (W) v Brisbane Lions (W),Melbourne (W),1.7375
2018-03-03,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Carlton (W),Adelaide Crows (W),1.4157
2018-03-03,Match Odds,AFL Womens 2018/Adelaide Crows (W) v Carlton (W),Carlton (W),3.15
2018-03-03,Match Odds,AFL Womens 2018/Fremantle (W) v GWS Giants (W),Fremantle (W),1.7437
2018-03-03,Match Odds,AFL Womens 2018/Fremantle (W) v GWS Giants (W),GWS Giants (W),2.2
2018-03-03,Match Odds,JLT Community Series 2018/Brisbane v Sydney,Brisbane Lions,3.9961
2018-03-03,Match Odds,JLT Community Series 2018/Brisbane v Sydney,Sydney Swans,1.3075
2018-03-03,Match Odds,JLT Community Series 2018/Western Bulldogs v Hawthorn,Hawthorn,2.1905
2018-03-03,Match Odds,JLT Community Series 2018/Western Bulldogs v Hawthorn,Western Bulldogs,1.8325
2018-03-04,Match Odds,AFL Womens 2018/Collingwood (W) v Western Bulldogs (W),Collingwood (W),3.0514
2018-03-04,Match Odds,AFL Womens 2018/Collingwood (W) v Western Bulldogs (W),Western Bulldogs (W),1.4279
2018-03-04,Match Odds,JLT Community Series 2018/Gold Coast v Geelong,Geelong Cats,2.0759
2018-03-04,Match Odds,JLT Community Series 2018/Gold Coast v Geelong,Gold Coast Suns,1.9042
2018-03-07,Match Odds,JLT Community Series 2018/Richmond v North Melbourne,North Melbourne,4.984
2018-03-07,Match Odds,JLT Community Series 2018/Richmond v North Melbourne,Richmond,1.2455
2018-03-08,Match Odds,JLT Community Series 2018/Melbourne v St Kilda,Melbourne Demons,1.4848
2018-03-08,Match Odds,JLT Community Series 2018/Melbourne v St Kilda,St Kilda,2.9317
2018-03-09,Match Odds,AFL Womens 2018/Adelaide (W) v Fremantle (W),Adelaide Crows (W),1.33
2018-03-09,Match Odds,AFL Womens 2018/Adelaide (W) v Fremantle (W),Fremantle (W),4.0
2018-03-09,Match Odds,JLT Community Series 2018/Sydney v GWS,GWS Giants,2.0665
2018-03-09,Match Odds,JLT Community Series 2018/Sydney v GWS,Sydney Swans,1.9355
2018-03-10,Match Odds,AFL Womens 2018/Brisbane (W) v Collingwood (W),Brisbane Lions (W),1.2984
2018-03-10,Match Odds,AFL Womens 2018/Brisbane (W) v Collingwood (W),Collingwood (W),3.9608
2018-03-10,Match Odds,AFL Womens 2018/GWS (W) v Western Bulldogs (W),GWS Giants (W),2.9735
2018-03-10,Match Odds,AFL Womens 2018/GWS (W) v Western Bulldogs (W),Western Bulldogs (W),1.5041
2018-03-10,Match Odds,JLT Community Series 2018/Collingwood v Western Bulldogs,Collingwood,2.4874
2018-03-10,Match Odds,JLT Community Series 2018/Collingwood v Western Bulldogs,Western Bulldogs,1.6666
2018-03-10,Match Odds,JLT Community Series 2018/Hawthorn v Carlton,Carlton,2.9663
2018-03-10,Match Odds,JLT Community Series 2018/Hawthorn v Carlton,Hawthorn,1.5021
2018-03-10,Match Odds,JLT Community Series 2018/Port Adelaide v Adelaide,Adelaide Crows,1.7636
2018-03-10,Match Odds,JLT Community Series 2018/Port Adelaide v Adelaide,Port Adelaide Power,2.2961
2018-03-11,Match Odds,AFL Womens 2018/Carlton (W) v Melbourne (W),Carlton (W),3.7183
2018-03-11,Match Odds,AFL Womens 2018/Carlton (W) v Melbourne (W),Melbourne (W),1.3547
2018-03-11,Match Odds,JLT Community Series 2018/Fremantle v West Coast,Fremantle,1.9909
2018-03-11,Match Odds,JLT Community Series 2018/Fremantle v West Coast,West Coast Eagles,1.9897
2018-03-11,Match Odds,JLT Community Series 2018/Geelong v Essendon,Essendon,2.2376
2018-03-11,Match Odds,JLT Community Series 2018/Geelong v Essendon,Geelong Cats,1.7839
2018-03-11,Match Odds,JLT Community Series 2018/Gold Coast v Brisbane,Brisbane Lions,2.3811
2018-03-11,Match Odds,JLT Community Series 2018/Gold Coast v Brisbane,Gold Coast Suns,1.7135
2018-03-16,Match Odds,AFL Womens 2018/GWS (W) v Brisbane (W),GWS Giants (W),1.7262
2018-03-17,Match Odds,AFL Womens 2018/Fremantle (W) v Carlton (W),Carlton (W),2.4945
2018-03-17,Match Odds,AFL Womens 2018/Fremantle (W) v Carlton (W),Fremantle (W),1.6497
2018-03-17,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Melbourne (W),Melbourne (W),2.1329
2018-03-17,Match Odds,AFL Womens 2018/Western Bulldogs (W) v Melbourne (W),Western Bulldogs (W),1.881
2018-03-18,Match Odds,AFL Womens 2018/Collingwood (W) v Adelaide (W),Adelaide Crows (W),1.5965
2018-03-18,Match Odds,AFL Womens 2018/Collingwood (W) v Adelaide (W),Collingwood (W),2.52
2018-03-22,Match Odds,AFL 2018/Richmond v Carlton,Carlton,5.6983
2018-03-22,Match Odds,AFL 2018/Richmond v Carlton,Richmond,1.2112
2018-03-23,Match Odds,AFL 2018/Essendon v Adelaide,Adelaide Crows,2.1393
2018-03-23,Match Odds,AFL 2018/Essendon v Adelaide,Essendon,1.8628
2018-03-24,Match Odds,AFL 2018/Gold Coast v North Melbourne,Gold Coast Suns,2.0161
2018-03-24,Match Odds,AFL 2018/Gold Coast v North Melbourne,North Melbourne,1.9784
2018-03-24,Match Odds,AFL 2018/Hawthorn v Collingwood,Collingwood,2.2857
2018-03-24,Match Odds,AFL 2018/Hawthorn v Collingwood,Hawthorn,1.7781
2018-03-24,Match Odds,AFL 2018/Port Adelaide v Fremantle,Fremantle,5.4459
2018-03-24,Match Odds,AFL 2018/Port Adelaide v Fremantle,Port Adelaide Power,1.2117
2018-03-24,Match Odds,AFL 2018/St Kilda v Brisbane,Brisbane Lions,3.7985
2018-03-24,Match Odds,AFL 2018/St Kilda v Brisbane,St Kilda,1.3583
