,Position,ø-Age,Market value,ø-Market value,Unnamed: 4,TeamName,Year,marketValue
3,Total:,2435,"167,28 Mill. €","4,52 Mill. €",,Newcastle,2017,167280000
0,Goalkeeper,2700,"15,00 Mill. €","3,00 Mill. €",,Newcastle,2018,15000000
1,Defender,2571,"46,50 Mill. €","6,64 Mill. €",,Newcastle,2018,46500000
2,Forward,2330,"54,98 Mill. €","5,50 Mill. €",,Newcastle,2018,54980000
3,Total:,2531,"174,48 Mill. €","6,02 Mill. €",,Newcastle,2018,174480000
0,Goalkeeper,2300,"10,55 Mill. €","2,64 Mill. €",,Liverpool,2005,10550000
1,Defender,2307,"45,15 Mill. €","3,23 Mill. €",,Liverpool,2005,45150000
2,Forward,2470,"89,35 Mill. €","8,94 Mill. €",,Liverpool,2005,89350000
3,Total:,2335,"206,65 Mill. €","5,59 Mill. €",,Liverpool,2005,206650000
0,Goalkeeper,2533,"14,05 Mill. €","4,68 Mill. €",,Liverpool,2006,14050000
1,Defender,2293,"61,85 Mill. €","4,12 Mill. €",,Liverpool,2006,61850000
2,Forward,2540,"69,90 Mill. €","6,99 Mill. €",,Liverpool,2006,69900000
3,Total:,2322,"222,65 Mill. €","6,02 Mill. €",,Liverpool,2006,222650000
0,Goalkeeper,2250,"18,75 Mill. €","4,69 Mill. €",,Liverpool,2007,18750000
1,Defender,2346,"63,64 Mill. €","4,90 Mill. €",,Liverpool,2007,63640000
2,Forward,2364,"89,79 Mill. €","8,16 Mill. €",,Liverpool,2007,89790000
3,Total:,2241,"258,40 Mill. €","6,30 Mill. €",,Liverpool,2007,258400000
0,Goalkeeper,2220,"16,83 Mill. €","3,37 Mill. €",,Liverpool,2008,16830000
1,Defender,2440,"55,75 Mill. €","5,58 Mill. €",,Liverpool,2008,55750000
2,Forward,2409,"115,45 Mill. €","10,50 Mill. €",,Liverpool,2008,115450000
3,Total:,2376,"290,73 Mill. €","8,81 Mill. €",,Liverpool,2008,290730000
0,Goalkeeper,2367,"21,00 Mill. €","7,00 Mill. €",,Liverpool,2009,21000000
1,Defender,2300,"78,10 Mill. €","6,01 Mill. €",,Liverpool,2009,78100000
2,Forward,2418,"131,15 Mill. €","11,92 Mill. €",,Liverpool,2009,131150000
3,Total:,2365,"336,85 Mill. €","9,91 Mill. €",,Liverpool,2009,336850000
0,Goalkeeper,2440,"23,60 Mill. €","4,72 Mill. €",,Liverpool,2010,23600000
1,Defender,2273,"78,05 Mill. €","5,20 Mill. €",,Liverpool,2010,78050000
2,Forward,2262,"127,65 Mill. €","9,82 Mill. €",,Liverpool,2010,127650000
3,Total:,2345,"365,50 Mill. €","8,70 Mill. €",,Liverpool,2010,365500000
0,Goalkeeper,2725,"25,00 Mill. €","6,25 Mill. €",,Liverpool,2011,25000000
1,Defender,2382,"64,25 Mill. €","5,84 Mill. €",,Liverpool,2011,64250000
2,Forward,2438,"78,50 Mill. €","9,81 Mill. €",,Liverpool,2011,78500000
3,Total:,2458,"252,75 Mill. €","8,15 Mill. €",,Liverpool,2011,252750000
0,Goalkeeper,2500,"17,50 Mill. €","4,38 Mill. €",,Liverpool,2012,17500000
1,Defender,2243,"73,00 Mill. €","5,21 Mill. €",,Liverpool,2012,73000000
2,Forward,1975,"76,95 Mill. €","6,41 Mill. €",,Liverpool,2012,76950000
3,Total:,2246,"275,45 Mill. €","6,72 Mill. €",,Liverpool,2012,275450000
0,Goalkeeper,2650,"17,00 Mill. €","4,25 Mill. €",,Liverpool,2013,17000000
1,Defender,2393,"99,00 Mill. €","7,07 Mill. €",,Liverpool,2013,99000000
2,Forward,2143,"86,50 Mill. €","12,36 Mill. €",,Liverpool,2013,86500000
3,Total:,2311,"284,50 Mill. €","7,90 Mill. €",,Liverpool,2013,284500000
0,Goalkeeper,2633,"13,50 Mill. €","4,50 Mill. €",,Liverpool,2014,13500000
1,Defender,2482,"95,00 Mill. €","8,64 Mill. €",,Liverpool,2014,95000000
2,Forward,2130,"92,00 Mill. €","9,20 Mill. €",,Liverpool,2014,92000000
3,Total:,2331,"285,00 Mill. €","8,14 Mill. €",,Liverpool,2014,285000000
0,Goalkeeper,2320,"14,25 Mill. €","2,85 Mill. €",,Liverpool,2015,14250000
1,Defender,2294,"106,60 Mill. €","6,27 Mill. €",,Liverpool,2015,106600000
2,Forward,2050,"85,60 Mill. €","8,56 Mill. €",,Liverpool,2015,85600000
3,Total:,2243,"325,00 Mill. €","7,39 Mill. €",,Liverpool,2015,325000000
0,Goalkeeper,2820,"22,70 Mill. €","4,54 Mill. €",,Liverpool,2016,22700000
1,Defender,2327,"103,25 Mill. €","9,39 Mill. €",,Liverpool,2016,103250000
2,Forward,2100,"118,60 Mill. €","11,86 Mill. €",,Liverpool,2016,118600000
3,Total:,2339,"394,15 Mill. €","10,37 Mill. €",,Liverpool,2016,394150000
0,Goalkeeper,2650,"23,50 Mill. €","5,88 Mill. €",,Liverpool,2017,23500000
1,Defender,2350,"123,00 Mill. €","10,25 Mill. €",,Liverpool,2017,123000000
2,Forward,2270,"168,50 Mill. €","16,85 Mill. €",,Liverpool,2017,168500000
3,Total:,2389,"495,00 Mill. €","14,14 Mill. €",,Liverpool,2017,495000000
0,Goalkeeper,2667,"82,00 Mill. €","27,33 Mill. €",,Liverpool,2018,82000000
1,Defender,2530,"201,00 Mill. €","20,10 Mill. €",,Liverpool,2018,201000000
2,Forward,2400,"376,50 Mill. €","34,23 Mill. €",,Liverpool,2018,376500000
3,Total:,2522,"912,50 Mill. €","28,52 Mill. €",,Liverpool,2018,912500000
0,Goalkeeper,2460,"8,50 Mill. €","1,70 Mill. €",,Bolton,2005,8500000
1,Defender,2511,"9,60 Mill. €","1,07 Mill. €",,Bolton,2005,9600000
2,Forward,2700,"24,55 Mill. €","2,73 Mill. €",,Bolton,2005,24550000
3,Total:,2573,"72,40 Mill. €","2,41 Mill. €",,Bolton,2005,72400000
0,Goalkeeper,2433,"7,53 Mill. €","1,25 Mill. €",,Bolton,2006,7530000
1,Defender,2208,"15,13 Mill. €","1,16 Mill. €",,Bolton,2006,15130000
2,Forward,2513,"24,25 Mill. €","3,03 Mill. €",,Bolton,2006,24250000
3,Total:,2459,"62,15 Mill. €","1,83 Mill. €",,Bolton,2006,62150000
0,Goalkeeper,2775,"6,98 Mill. €","1,75 Mill. €",,Bolton,2007,6980000
1,Defender,2383,"21,60 Mill. €","1,80 Mill. €",,Bolton,2007,21600000
2,Forward,2573,"37,50 Mill. €","3,41 Mill. €",,Bolton,2007,37500000
3,Total:,2500,"92,03 Mill. €","2,24 Mill. €",,Bolton,2007,92030000
0,Goalkeeper,2633,"6,40 Mill. €","2,13 Mill. €",,Bolton,2008,6400000
1,Defender,2400,"29,45 Mill. €","2,68 Mill. €",,Bolton,2008,29450000
2,Forward,2533,"31,90 Mill. €","3,54 Mill. €",,Bolton,2008,31900000
3,Total:,2453,"91,40 Mill. €","2,86 Mill. €",,Bolton,2008,91400000
0,Goalkeeper,2733,"5,95 Mill. €","1,98 Mill. €",,Bolton,2009,5950000
1,Defender,2655,"31,30 Mill. €","2,85 Mill. €",,Bolton,2009,31300000
2,Forward,2378,"20,50 Mill. €","2,28 Mill. €",,Bolton,2009,20500000
3,Total:,2531,"85,33 Mill. €","2,67 Mill. €",,Bolton,2009,85330000
0,Goalkeeper,2625,"5,80 Mill. €","1,45 Mill. €",,Bolton,2010,5800000
1,Defender,2690,"31,50 Mill. €","3,15 Mill. €",,Bolton,2010,31500000
2,Forward,2442,"31,85 Mill. €","2,65 Mill. €",,Bolton,2010,31850000
3,Total:,2541,"93,40 Mill. €","2,75 Mill. €",,Bolton,2010,93400000
0,Goalkeeper,2450,"4,50 Mill. €","1,13 Mill. €",,Bolton,2011,4500000
1,Defender,2500,"34,30 Mill. €","2,45 Mill. €",,Bolton,2011,34300000
2,Forward,2567,"35,65 Mill. €","2,97 Mill. €",,Bolton,2011,35650000
3,Total:,2495,"98,15 Mill. €","2,58 Mill. €",,Bolton,2011,98150000
0,Goalkeeper,2325,"2,50 Mill. €",625 Th. €,,Bolton,2012,2500000
1,Defender,2493,"21,30 Mill. €","1,52 Mill. €",,Bolton,2012,21300000
2,Forward,2300,"22,25 Mill. €","1,48 Mill. €",,Bolton,2012,22250000
3,Total:,2356,"66,20 Mill. €","1,47 Mill. €",,Bolton,2012,66200000
0,Goalkeeper,2767,"2,75 Mill. €",917 Th. €,,Bolton,2013,2750000
1,Defender,2486,"14,05 Mill. €","1,00 Mill. €",,Bolton,2013,14050000
2,Forward,2342,"18,25 Mill. €","1,52 Mill. €",,Bolton,2013,18250000
3,Total:,2459,"54,05 Mill. €","1,32 Mill. €",,Bolton,2013,54050000
0,Goalkeeper,2720,"3,90 Mill. €",780 Th. €,,Bolton,2014,3900000
1,Defender,2373,"10,70 Mill. €",713 Th. €,,Bolton,2014,10700000
2,Forward,2467,"13,80 Mill. €",920 Th. €,,Bolton,2014,13800000
3,Total:,2473,"49,10 Mill. €",893 Th. €,,Bolton,2014,49100000
0,Goalkeeper,2475,"1,00 Mill. €",250 Th. €,,Bolton,2015,1000000
1,Defender,2307,"6,95 Mill. €",463 Th. €,,Bolton,2015,6950000
2,Forward,2347,"5,28 Mill. €",352 Th. €,,Bolton,2015,5280000
3,Total:,2372,"19,43 Mill. €",452 Th. €,,Bolton,2015,19430000
0,Goalkeeper,2525,"1,30 Mill. €",325 Th. €,,Bolton,2016,1300000
1,Defender,2645,"5,65 Mill. €",514 Th. €,,Bolton,2016,5650000
2,Forward,2300,"11,25 Mill. €",804 Th. €,,Bolton,2016,11250000
3,Total:,2462,"23,30 Mill. €",597 Th. €,,Bolton,2016,23300000
0,Goalkeeper,2625,"1,35 Mill. €",338 Th. €,,Bolton,2017,1350000
1,Defender,2509,"7,90 Mill. €",718 Th. €,,Bolton,2017,7900000
2,Forward,2642,"13,95 Mill. €","1,16 Mill. €",,Bolton,2017,13950000
3,Total:,2550,"29,95 Mill. €",788 Th. €,,Bolton,2017,29950000
0,Goalkeeper,2500,450 Th. €,225 Th. €,,Bolton,2018,450000
1,Defender,2825,"5,15 Mill. €",644 Th. €,,Bolton,2018,5150000
2,Forward,2917,"9,50 Mill. €","1,58 Mill. €",,Bolton,2018,9500000
3,Total:,2695,"18,40 Mill. €",876 Th. €,,Bolton,2018,18400000
0,Goalkeeper,2350,"24,18 Mill. €","6,04 Mill. €",,Chelsea,2005,24180000
1,Defender,2422,"114,00 Mill. €","12,67 Mill. €",,Chelsea,2005,114000000
2,Forward,2450,"92,50 Mill. €","15,42 Mill. €",,Chelsea,2005,92500000
3,Total:,2421,"352,18 Mill. €","12,58 Mill. €",,Chelsea,2005,352180000
0,Goalkeeper,2583,"28,43 Mill. €","4,74 Mill. €",,Chelsea,2006,28430000
1,Defender,2350,"118,65 Mill. €","9,89 Mill. €",,Chelsea,2006,118650000
2,Forward,2317,"125,70 Mill. €","20,95 Mill. €",,Chelsea,2006,125700000
3,Total:,2322,"403,88 Mill. €","10,92 Mill. €",,Chelsea,2006,403880000
0,Goalkeeper,2650,"30,30 Mill. €","7,58 Mill. €",,Chelsea,2007,30300000
1,Defender,2423,"112,35 Mill. €","8,64 Mill. €",,Chelsea,2007,112350000
2,Forward,2543,"122,20 Mill. €","17,46 Mill. €",,Chelsea,2007,122200000
3,Total:,2423,"423,15 Mill. €","10,85 Mill. €",,Chelsea,2007,423150000
0,Goalkeeper,2750,"31,00 Mill. €","7,75 Mill. €",,Chelsea,2008,31000000
1,Defender,2670,"123,35 Mill. €","12,34 Mill. €",,Chelsea,2008,123350000
2,Forward,2313,"112,50 Mill. €","14,06 Mill. €",,Chelsea,2008,112500000
3,Total:,2545,"430,20 Mill. €","13,04 Mill. €",,Chelsea,2008,430200000
0,Goalkeeper,2420,"30,25 Mill. €","6,05 Mill. €",,Chelsea,2009,30250000
1,Defender,2582,"128,50 Mill. €","11,68 Mill. €",,Chelsea,2009,128500000
2,Forward,2322,"92,80 Mill. €","10,31 Mill. €",,Chelsea,2009,92800000
3,Total:,2489,"444,10 Mill. €","12,34 Mill. €",,Chelsea,2009,444100000
0,Goalkeeper,2900,"28,25 Mill. €","9,42 Mill. €",,Chelsea,2010,28250000
1,Defender,2417,"129,05 Mill. €","10,75 Mill. €",,Chelsea,2010,129050000
2,Forward,2513,"146,25 Mill. €","18,28 Mill. €",,Chelsea,2010,146250000
3,Total:,2445,"446,15 Mill. €","13,52 Mill. €",,Chelsea,2010,446150000
0,Goalkeeper,2675,"28,00 Mill. €","7,00 Mill. €",,Chelsea,2011,28000000
1,Defender,2733,"147,50 Mill. €","16,39 Mill. €",,Chelsea,2011,147500000
2,Forward,2550,"133,00 Mill. €","16,63 Mill. €",,Chelsea,2011,133000000
3,Total:,2569,"467,50 Mill. €","14,61 Mill. €",,Chelsea,2011,467500000
0,Goalkeeper,3100,"27,00 Mill. €","9,00 Mill. €",,Chelsea,2012,27000000
1,Defender,2510,"101,50 Mill. €","10,15 Mill. €",,Chelsea,2012,101500000
2,Forward,2375,"138,00 Mill. €","17,25 Mill. €",,Chelsea,2012,138000000
3,Total:,2494,"432,50 Mill. €","12,72 Mill. €",,Chelsea,2012,432500000
0,Goalkeeper,2800,"45,00 Mill. €","7,50 Mill. €",,Chelsea,2013,45000000
1,Defender,2362,"125,08 Mill. €","9,62 Mill. €",,Chelsea,2013,125080000
2,Forward,2231,"218,90 Mill. €","13,68 Mill. €",,Chelsea,2013,218900000
3,Total:,2371,"582,98 Mill. €","11,90 Mill. €",,Chelsea,2013,582980000
0,Goalkeeper,2660,"46,20 Mill. €","9,24 Mill. €",,Chelsea,2014,46200000
1,Defender,2400,"97,00 Mill. €","9,70 Mill. €",,Chelsea,2014,97000000
2,Forward,2400,"208,50 Mill. €","16,04 Mill. €",,Chelsea,2014,208500000
3,Total:,2392,"526,10 Mill. €","13,84 Mill. €",,Chelsea,2014,526100000
0,Goalkeeper,2625,"43,40 Mill. €","10,85 Mill. €",,Chelsea,2015,43400000
1,Defender,2286,"90,40 Mill. €","6,46 Mill. €",,Chelsea,2015,90400000
2,Forward,2417,"270,00 Mill. €","22,50 Mill. €",,Chelsea,2015,270000000
3,Total:,2365,"579,80 Mill. €","14,50 Mill. €",,Chelsea,2015,579800000
0,Goalkeeper,2620,"49,75 Mill. €","9,95 Mill. €",,Chelsea,2016,49750000
1,Defender,2400,"145,05 Mill. €","8,06 Mill. €",,Chelsea,2016,145050000
2,Forward,2417,"229,50 Mill. €","19,13 Mill. €",,Chelsea,2016,229500000
3,Total:,2380,"603,30 Mill. €","12,31 Mill. €",,Chelsea,2016,603300000
0,Goalkeeper,2820,"44,15 Mill. €","8,83 Mill. €",,Chelsea,2017,44150000
1,Defender,2263,"187,50 Mill. €","9,87 Mill. €",,Chelsea,2017,187500000
2,Forward,2525,"232,50 Mill. €","29,06 Mill. €",,Chelsea,2017,232500000
3,Total:,2369,"642,15 Mill. €","14,27 Mill. €",,Chelsea,2017,642150000
0,Goalkeeper,3100,"66,00 Mill. €","33,00 Mill. €",,Chelsea,2018,66000000
1,Defender,2487,"274,25 Mill. €","18,28 Mill. €",,Chelsea,2018,274250000
2,Forward,2625,"318,50 Mill. €","39,81 Mill. €",,Chelsea,2018,318500000
3,Total:,2561,"966,75 Mill. €","26,85 Mill. €",,Chelsea,2018,966750000
0,Goalkeeper,2375,700 Th. €,175 Th. €,,Reading,2005,700000
1,Defender,2318,"1,10 Mill. €",100 Th. €,,Reading,2005,1100000
2,Forward,2214,750 Th. €,107 Th. €,,Reading,2005,750000
3,Total:,2270,"5,10 Mill. €",155 Th. €,,Reading,2005,5100000
0,Goalkeeper,2400,"1,15 Mill. €",288 Th. €,,Reading,2006,1150000
1,Defender,2413,"8,13 Mill. €",542 Th. €,,Reading,2006,8130000
2,Forward,2189,"8,15 Mill. €",906 Th. €,,Reading,2006,8150000
3,Total:,2351,"23,73 Mill. €",641 Th. €,,Reading,2006,23730000
0,Goalkeeper,2380,"1,70 Mill. €",340 Th. €,,Reading,2007,1700000
1,Defender,2469,"10,68 Mill. €",667 Th. €,,Reading,2007,10680000
2,Forward,2255,"13,85 Mill. €","1,26 Mill. €",,Reading,2007,13850000
3,Total:,2391,"39,28 Mill. €",913 Th. €,,Reading,2007,39280000
0,Goalkeeper,2400,"3,65 Mill. €",913 Th. €,,Reading,2008,3650000
1,Defender,2469,"13,55 Mill. €","1,04 Mill. €",,Reading,2008,13550000
2,Forward,2283,"19,70 Mill. €","1,64 Mill. €",,Reading,2008,19700000
3,Total:,2373,"53,00 Mill. €","1,33 Mill. €",,Reading,2008,53000000
0,Goalkeeper,2167,700 Th. €,233 Th. €,,Reading,2009,700000
1,Defender,2367,"12,30 Mill. €","1,03 Mill. €",,Reading,2009,12300000
2,Forward,2207,"8,60 Mill. €",573 Th. €,,Reading,2009,8600000
3,Total:,2305,"34,30 Mill. €",817 Th. €,,Reading,2009,34300000
0,Goalkeeper,2120,"1,23 Mill. €",245 Th. €,,Reading,2010,1230000
1,Defender,2313,"8,50 Mill. €",567 Th. €,,Reading,2010,8500000
2,Forward,2279,"8,33 Mill. €",595 Th. €,,Reading,2010,8330000
3,Total:,2269,"23,60 Mill. €",524 Th. €,,Reading,2010,23600000
0,Goalkeeper,2200,"1,48 Mill. €",369 Th. €,,Reading,2011,1480000
1,Defender,2287,"7,28 Mill. €",485 Th. €,,Reading,2011,7280000
2,Forward,2230,"11,70 Mill. €",585 Th. €,,Reading,2011,11700000
3,Total:,2266,"27,65 Mill. €",522 Th. €,,Reading,2011,27650000
0,Goalkeeper,2420,"2,50 Mill. €",500 Th. €,,Reading,2012,2500000
1,Defender,2500,"20,55 Mill. €","1,71 Mill. €",,Reading,2012,20550000
2,Forward,2533,"13,75 Mill. €","1,15 Mill. €",,Reading,2012,13750000
3,Total:,2531,"44,30 Mill. €","1,27 Mill. €",,Reading,2012,44300000
0,Goalkeeper,2675,"3,50 Mill. €",875 Th. €,,Reading,2013,3500000
1,Defender,2343,"18,00 Mill. €","1,29 Mill. €",,Reading,2013,18000000
2,Forward,2489,"15,50 Mill. €","1,72 Mill. €",,Reading,2013,15500000
3,Total:,2430,"49,10 Mill. €","1,33 Mill. €",,Reading,2013,49100000
0,Goalkeeper,2340,"3,25 Mill. €",650 Th. €,,Reading,2014,3250000
1,Defender,2300,"10,85 Mill. €",638 Th. €,,Reading,2014,10850000
2,Forward,2508,"16,90 Mill. €","1,41 Mill. €",,Reading,2014,16900000
3,Total:,2327,"42,30 Mill. €",940 Th. €,,Reading,2014,42300000
0,Goalkeeper,2500,900 Th. €,300 Th. €,,Reading,2015,900000
1,Defender,2238,"8,45 Mill. €",650 Th. €,,Reading,2015,8450000
2,Forward,2407,"24,63 Mill. €","1,76 Mill. €",,Reading,2015,24630000
3,Total:,2307,"42,98 Mill. €","1,05 Mill. €",,Reading,2015,42980000
0,Goalkeeper,2540,"1,40 Mill. €",280 Th. €,,Reading,2016,1400000
1,Defender,2167,"15,10 Mill. €","1,01 Mill. €",,Reading,2016,15100000
2,Forward,2536,"11,70 Mill. €","1,06 Mill. €",,Reading,2016,11700000
3,Total:,2362,"41,65 Mill. €",992 Th. €,,Reading,2016,41650000
0,Goalkeeper,2600,"3,25 Mill. €",813 Th. €,,Reading,2017,3250000
1,Defender,2327,"16,05 Mill. €","1,46 Mill. €",,Reading,2017,16050000
2,Forward,2592,"18,50 Mill. €","1,54 Mill. €",,Reading,2017,18500000
3,Total:,2433,"47,40 Mill. €","1,22 Mill. €",,Reading,2017,47400000
0,Goalkeeper,3050,"2,85 Mill. €","1,43 Mill. €",,Reading,2018,2850000
1,Defender,2620,"16,98 Mill. €","1,70 Mill. €",,Reading,2018,16980000
2,Forward,2578,"13,75 Mill. €","1,53 Mill. €",,Reading,2018,13750000
3,Total:,2634,"44,43 Mill. €","1,53 Mill. €",,Reading,2018,44430000
0,Goalkeeper,2333,950 Th. €,317 Th. €,,Sheffield United,2005,950000
1,Defender,2567,"9,95 Mill. €",663 Th. €,,Sheffield United,2005,9950000
2,Forward,2635,"7,28 Mill. €",428 Th. €,,Sheffield United,2005,7280000
3,Total:,2526,"28,48 Mill. €",619 Th. €,,Sheffield United,2005,28480000
0,Goalkeeper,2825,"4,00 Mill. €","1,00 Mill. €",,Sheffield United,2006,4000000
1,Defender,2694,"12,85 Mill. €",756 Th. €,,Sheffield United,2006,12850000
2,Forward,2383,"13,35 Mill. €","1,11 Mill. €",,Sheffield United,2006,13350000
3,Total:,2540,"35,40 Mill. €",823 Th. €,,Sheffield United,2006,35400000
0,Goalkeeper,2925,"3,10 Mill. €",775 Th. €,,Sheffield United,2007,3100000
1,Defender,2557,"12,58 Mill. €",899 Th. €,,Sheffield United,2007,12580000
2,Forward,2440,"21,80 Mill. €","2,18 Mill. €",,Sheffield United,2007,21800000
3,Total:,2562,"49,61 Mill. €","1,18 Mill. €",,Sheffield United,2007,49610000
0,Goalkeeper,2825,"2,28 Mill. €",569 Th. €,,Sheffield United,2008,2280000
1,Defender,2543,"13,10 Mill. €",936 Th. €,,Sheffield United,2008,13100000
2,Forward,2300,"23,65 Mill. €","1,82 Mill. €",,Sheffield United,2008,23650000
3,Total:,2495,"47,03 Mill. €","1,09 Mill. €",,Sheffield United,2008,47030000
0,Goalkeeper,2814,"3,90 Mill. €",557 Th. €,,Sheffield United,2009,3900000
1,Defender,2529,"14,80 Mill. €",871 Th. €,,Sheffield United,2009,14800000
2,Forward,2531,"12,20 Mill. €",938 Th. €,,Sheffield United,2009,12200000
3,Total:,2598,"41,10 Mill. €",893 Th. €,,Sheffield United,2009,41100000
0,Goalkeeper,2717,"1,95 Mill. €",325 Th. €,,Sheffield United,2010,1950000
1,Defender,2267,"12,65 Mill. €",703 Th. €,,Sheffield United,2010,12650000
2,Forward,2415,"8,70 Mill. €",669 Th. €,,Sheffield United,2010,8700000
3,Total:,2400,"36,63 Mill. €",691 Th. €,,Sheffield United,2010,36630000
0,Goalkeeper,2475,"1,20 Mill. €",300 Th. €,,Sheffield United,2011,1200000
1,Defender,2391,"4,30 Mill. €",391 Th. €,,Sheffield United,2011,4300000
2,Forward,2362,"8,55 Mill. €",658 Th. €,,Sheffield United,2011,8550000
3,Total:,2408,"22,80 Mill. €",585 Th. €,,Sheffield United,2011,22800000
0,Goalkeeper,2450,550 Th. €,138 Th. €,,Sheffield United,2012,550000
1,Defender,2460,"3,20 Mill. €",320 Th. €,,Sheffield United,2012,3200000
2,Forward,2286,"4,35 Mill. €",311 Th. €,,Sheffield United,2012,4350000
3,Total:,2395,"15,30 Mill. €",392 Th. €,,Sheffield United,2012,15300000
0,Goalkeeper,2100,300 Th. €,100 Th. €,,Sheffield United,2013,300000
1,Defender,2380,"4,95 Mill. €",330 Th. €,,Sheffield United,2013,4950000
2,Forward,2238,"3,93 Mill. €",302 Th. €,,Sheffield United,2013,3930000
3,Total:,2273,"13,98 Mill. €",318 Th. €,,Sheffield United,2013,13980000
0,Goalkeeper,2400,900 Th. €,225 Th. €,,Sheffield United,2014,900000
1,Defender,2529,"6,20 Mill. €",443 Th. €,,Sheffield United,2014,6200000
2,Forward,2364,"4,28 Mill. €",389 Th. €,,Sheffield United,2014,4280000
3,Total:,2374,"15,38 Mill. €",358 Th. €,,Sheffield United,2014,15380000
0,Goalkeeper,2150,400 Th. €,100 Th. €,,Sheffield United,2015,400000
1,Defender,2381,"7,00 Mill. €",438 Th. €,,Sheffield United,2015,7000000
2,Forward,2420,"3,95 Mill. €",395 Th. €,,Sheffield United,2015,3950000
3,Total:,2343,"14,85 Mill. €",338 Th. €,,Sheffield United,2015,14850000
0,Goalkeeper,1650,400 Th. €,100 Th. €,,Sheffield United,2016,400000
1,Defender,2182,"3,93 Mill. €",231 Th. €,,Sheffield United,2016,3930000
2,Forward,2270,"2,50 Mill. €",250 Th. €,,Sheffield United,2016,2500000
3,Total:,2172,"9,65 Mill. €",224 Th. €,,Sheffield United,2016,9650000
0,Goalkeeper,2325,750 Th. €,188 Th. €,,Sheffield United,2017,750000
1,Defender,2514,"6,05 Mill. €",432 Th. €,,Sheffield United,2017,6050000
2,Forward,2778,"4,88 Mill. €",542 Th. €,,Sheffield United,2017,4880000
3,Total:,2508,"15,18 Mill. €",410 Th. €,,Sheffield United,2017,15180000
0,Goalkeeper,2333,850 Th. €,283 Th. €,,Sheffield United,2018,850000
1,Defender,2767,"6,20 Mill. €",689 Th. €,,Sheffield United,2018,6200000
2,Forward,3025,"2,40 Mill. €",600 Th. €,,Sheffield United,2018,2400000
3,Total:,2736,"14,05 Mill. €",639 Th. €,,Sheffield United,2018,14050000
0,Goalkeeper,2600,225 Th. €,56 Th. €,,Watford,2005,225000
1,Defender,2277,"2,00 Mill. €",154 Th. €,,Watford,2005,2000000
2,Forward,2310,"5,00 Mill. €",500 Th. €,,Watford,2005,5000000
3,Total:,2288,"9,53 Mill. €",238 Th. €,,Watford,2005,9530000
0,Goalkeeper,2650,"2,10 Mill. €",525 Th. €,,Watford,2006,2100000
1,Defender,2336,"4,33 Mill. €",309 Th. €,,Watford,2006,4330000
2,Forward,2118,"5,88 Mill. €",534 Th. €,,Watford,2006,5880000
3,Total:,2284,"18,85 Mill. €",438 Th. €,,Watford,2006,18850000
0,Goalkeeper,2475,"1,55 Mill. €",386 Th. €,,Watford,2007,1550000
1,Defender,2469,"8,73 Mill. €",672 Th. €,,Watford,2007,8730000
2,Forward,2258,"15,58 Mill. €","1,30 Mill. €",,Watford,2007,15580000
3,Total:,2354,"31,48 Mill. €",768 Th. €,,Watford,2007,31480000
0,Goalkeeper,2820,"1,75 Mill. €",350 Th. €,,Watford,2008,1750000
1,Defender,2226,"9,23 Mill. €",486 Th. €,,Watford,2008,9230000
2,Forward,2375,"6,78 Mill. €",847 Th. €,,Watford,2008,6780000
3,Total:,2309,"24,10 Mill. €",536 Th. €,,Watford,2008,24100000
0,Goalkeeper,1960,"1,10 Mill. €",220 Th. €,,Watford,2009,1100000
1,Defender,2240,"7,35 Mill. €",490 Th. €,,Watford,2009,7350000
2,Forward,2242,"7,10 Mill. €",592 Th. €,,Watford,2009,7100000
3,Total:,2172,"21,38 Mill. €",497 Th. €,,Watford,2009,21380000
0,Goalkeeper,2067,675 Th. €,225 Th. €,,Watford,2010,675000
1,Defender,2125,"4,70 Mill. €",392 Th. €,,Watford,2010,4700000
2,Forward,2027,"2,85 Mill. €",259 Th. €,,Watford,2010,2850000
3,Total:,2078,"13,08 Mill. €",327 Th. €,,Watford,2010,13080000
0,Goalkeeper,2220,"3,90 Mill. €",780 Th. €,,Watford,2011,3900000
1,Defender,2367,"6,90 Mill. €",575 Th. €,,Watford,2011,6900000
2,Forward,2250,"8,20 Mill. €",683 Th. €,,Watford,2011,8200000
3,Total:,2232,"22,50 Mill. €",549 Th. €,,Watford,2011,22500000
0,Goalkeeper,2400,550 Th. €,183 Th. €,,Watford,2012,550000
1,Defender,2459,"10,95 Mill. €",644 Th. €,,Watford,2012,10950000
2,Forward,2355,"8,33 Mill. €",757 Th. €,,Watford,2012,8330000
3,Total:,2352,"25,48 Mill. €",579 Th. €,,Watford,2012,25480000
0,Goalkeeper,2600,"1,00 Mill. €",333 Th. €,,Watford,2013,1000000
1,Defender,2536,"7,70 Mill. €",550 Th. €,,Watford,2013,7700000
2,Forward,2340,"14,50 Mill. €","1,45 Mill. €",,Watford,2013,14500000
3,Total:,2402,"46,75 Mill. €","1,11 Mill. €",,Watford,2013,46750000
0,Goalkeeper,2700,"1,75 Mill. €",583 Th. €,,Watford,2014,1750000
1,Defender,2513,"18,20 Mill. €","1,21 Mill. €",,Watford,2014,18200000
2,Forward,2278,"13,80 Mill. €","1,53 Mill. €",,Watford,2014,13800000
3,Total:,2500,"47,60 Mill. €","1,19 Mill. €",,Watford,2014,47600000
